datetime,velocity,velocity_std_dev,back_azimuth,x_coord
NaT,0,0,0,0
04-May-2023 04:10:00,1.95727651926539,0.177110319419435,107.973993195351,374.173711898848
04-May-2023 04:20:00,2.0418396921433,0.22289524247425,110.829313412269,370.159487409381
04-May-2023 04:30:00,1.29320700828915,0.1318598120391,107.987221934964,368.05803740216
04-May-2023 04:40:00,2.33018287531349,0.141249761318066,108.103467546528,363.99
04-May-2023 04:50:00,2.31804963020046,0.207299793267428,108.628819520906,360.152638246196
04-May-2023 05:00:00,1.67215707998704,0.170246447908527,106.62640608726,356.832247133888
04-May-2023 05:10:00,1.32966584027502,0.254283592816653,104.922206131914,354.997984624211
04-May-2023 05:20:00,1.49293245413407,0.113438449645234,103.699591906643,352.374862345779
04-May-2023 06:40:00,1.68188723234693,0.0415746539324975,103.970323660108,329.059704417408
04-May-2023 06:50:00,3.18585051390069,0.172065436083455,101.360586350206,323.255331378783
04-May-2023 07:00:00,0.540642507145754,0.152927347054371,99.6220201240352,322.998958160606
NaT,0,0,0,0
05-May-2023 05:20:00,1.43586609106501,0.184794331235616,110.110979453009,350.27
05-May-2023 05:30:00,1.43863245498131,0.1881208827301,108.533462493893,347.112877580353
05-May-2023 05:40:00,1.83931930351584,0.22672706861306,110.213446724632,344.615093991253
05-May-2023 05:50:00,1.48095970703132,0.3512772971754,109.811270177429,341.331270693998
05-May-2023 06:00:00,1.83597312936969,0.151152559620512,111.942418505008,338.745122103516
05-May-2023 06:20:00,1.09858382740354,0.3520673785883,112.354923926578,334.511978319783
NaT,0,0,0,0
06-May-2023 04:40:00,2.44280581048177,0.318315882623492,108.110752772204,342.55
06-May-2023 04:50:00,0.493991395783814,0.219466013992306,105.551993194138,343.03
06-May-2023 05:00:00,1.38464592661278,0.508500722290455,106.683201016165,340.325050779359
06-May-2023 05:10:00,1.68559272195511,0.292987019230417,112.122138914029,336.807332988028
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
07-May-2023 04:10:00,2.52712054775901,0.316548176897538,107.695905242482,341.542026676664
07-May-2023 04:20:00,0.994941760220198,0.148224783225832,103.105272302546,343.482146314462
07-May-2023 04:30:00,4.82477349734741,0.369158302822063,102.701695943886,334.891977134336
07-May-2023 04:40:00,1.44827877936476,0.178507346642016,106.944587172117,332.566782612974
07-May-2023 04:50:00,1.51744222520675,0.359176802260535,107.310243690678,329.781724403552
07-May-2023 05:00:00,0.224220311394048,0.164632195806317,101.672190945256,330.277576697643
07-May-2023 05:10:00,2.177170571763,0.315356874766303,103.298901414773,326.51
07-May-2023 05:20:00,1.73888012106648,0.22736553886891,101.350721719457,324.07
07-May-2023 05:30:00,0.26556901104305,0.166193548237518,102.297569581119,323.980438264772
07-May-2023 05:40:00,1.55617768450551,0.102360598777039,99.8837242458333,321.153166177144
07-May-2023 05:50:00,1.41562581500598,0.201581215314278,100.804819990391,318.975289463313
07-May-2023 06:00:00,0.448389413327421,0.141693577304356,103.418143649706,318.138990866277
07-May-2023 06:10:00,3.11090223765518,0.320876173320643,103.333807238965,312.263299167447
07-May-2023 06:20:00,0.789826896280608,0.240305432645253,105.653508707761,310.980849350034
07-May-2023 06:30:00,1.07030774778934,0.194100340646101,103.21261595455,309.37474270151
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
17-May-2023 04:40:00,1.85967215264148,0.736389292854881,108.166292791699,326.487226034726
17-May-2023 04:50:00,0.924577498716424,0.145161095634241,99.0509588543082,324.966929926442
17-May-2023 05:00:00,1.72665239179153,0.19116857410552,101.48581838547,322.11710366937
17-May-2023 05:10:00,2.48234852845028,0.194886585776556,101.835501960218,317.886421499293
17-May-2023 05:20:00,1.40236040490866,0.141710486029217,101.493337589698,315.418925405333
17-May-2023 05:30:00,0.707307953168702,0.475114251830765,101.674598446512,315.03
17-May-2023 05:40:00,1.63007224596262,0.266423702624395,109.859473309345,312.182365739205
17-May-2023 06:20:00,1.72529212817003,0.133440676332322,109.443329692349,300.283800651608
17-May-2023 06:30:00,1.29924764536362,0.233034153857184,102.440938566587,297.380969325153
17-May-2023 06:40:00,0.593637736196357,0.179962572158994,102.587602284935,297.009025280881
17-May-2023 06:50:00,1.288583226558,0.245193592828197,100.203967098135,294.766746538928
17-May-2023 07:30:00,1.25683620520682,0.0339638030504503,103.125196706999,286.053848140648
17-May-2023 07:40:00,2.41154592556594,0.100631976867507,102.714284281879,281.913175972091
17-May-2023 08:00:00,2.16755626228316,0.101492725084427,104.879232226901,274.320607010544
17-May-2023 08:10:00,1.81280847870447,0.503731164534549,104.317940303411,271.479983708048
17-May-2023 08:20:00,0.992470791591871,0.185337439074394,99.565217803447,269.11953964395
NaT,0,0,0,0
NaT,0,0,0,0
19-May-2023 03:20:00,1.0370909139542,0.388108616552507,98.9414512437741,369.434753409258
19-May-2023 03:30:00,2.79104320294209,0.227488584715927,103.505496022753,364.361756122777
19-May-2023 03:40:00,1.83466440739386,0.252806638083854,103.510070107326,361.305552046315
19-May-2023 03:50:00,1.69137857999679,0.324194010306605,101.519229903919,358.23
19-May-2023 04:00:00,2.33342858377094,0.564824404026874,104.680307013252,354.924992743106
19-May-2023 04:10:00,1.68440741400963,0.208866405987305,99.4489923998703,351.649004880036
19-May-2023 04:20:00,1.1956859568852,0.182029381866601,100.743845305956,349.51916893617
19-May-2023 04:30:00,2.15900084819037,0.231599999511923,103.042844837254,345.466677418468
19-May-2023 04:40:00,1.52146074332466,0.219559273215178,102.428689080652,343.54437049788
19-May-2023 04:50:00,2.24892324444137,0.318545181315341,105.108458301587,338.959207821975
19-May-2023 05:00:00,0.308743310214691,0.228349912703959,101.369291791097,339.937487628866
19-May-2023 05:10:00,3.10728522071189,0.439705482076787,97.7701748455135,334.411753878702
19-May-2023 05:20:00,2.01561899051521,0.13785685187044,102.398992151818,330.771702740278
19-May-2023 05:30:00,0.649664146113532,0.248869983839542,102.2884025331,332.22031218701
19-May-2023 05:40:00,1.56029271785968,0.276730757413761,102.621067317432,329.544789324329
19-May-2023 05:50:00,1.13403118567348,0.259626937249871,100.436324405024,328.04
NaT,0,0,0,0
20-May-2023 03:50:00,1.97132675894405,0.345204618758794,97.7076769864696,357.743382170978
20-May-2023 04:00:00,1.63775786692177,0.1496140971207,101.649849074244,354.594022301667
20-May-2023 04:10:00,1.30173230190633,0.123149714180252,101.849604859065,352.751846607789
20-May-2023 04:20:00,1.77803459951845,0.222847256778392,101.161828033098,349.911447582836
20-May-2023 04:30:00,1.08518455633789,0.184953453640499,102.192079439191,347.65918113528
20-May-2023 04:40:00,2.20888367631622,0.0353367710053788,103.706862527931,343.704110539412
20-May-2023 04:50:00,1.18671113902643,0.183165691831599,103.723977280439,341.99
20-May-2023 05:00:00,0.656242372646994,0.204915555022545,104.455491013331,341.07
20-May-2023 05:10:00,3.74567296359828,0.258820000483693,102.8499955494,334.11007909788
20-May-2023 05:20:00,1.81015580635414,0.402391458937241,104.446769620581,331.649800434697
20-May-2023 05:30:00,1.03487663248592,0.371174927410612,103.881060639682,329.037326193248
20-May-2023 05:40:00,0.391159187175571,0.225221487989947,101.486698331548,328.64496553518
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
21-May-2023 05:30:00,1.3302471887717,0.236485055228099,105.037963880269,324.164592790637
21-May-2023 05:50:00,1.99949684671105,0.158673726306131,105.346627419089,316.68
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
22-May-2023 03:30:00,1.37585530541247,0.575973749378262,116.447095563873,371.489301521862
22-May-2023 03:40:00,1.94865099058779,0.34559787508063,112.45801852359,366.566462153182
22-May-2023 03:50:00,1.6462947479332,0.224971237864557,109.198461994434,361.942313289553
NaT,0,0,0,0
NaT,0,0,0,0
22-May-2023 04:20:00,2.61654939426439,0.328724321648161,105.664292339114,350.776644057725
22-May-2023 04:30:00,0.254876455737238,0.129269108130394,100.997390034493,351.42051514229
22-May-2023 04:40:00,1.68595450252241,0.247364160147765,106.187360948869,347.631197852065
22-May-2023 04:50:00,2.22233654224691,0.125535166858774,103.790152044921,342.964415634166
22-May-2023 05:00:00,2.92619268982911,0.352148422332994,102.926357716305,339.01713369394
22-May-2023 05:10:00,0.869556274564545,0.455041957321428,109.042343686886,336.929480938967
22-May-2023 05:20:00,2.07912725206599,0.385179019730137,110.930951999973,334.384978628804
22-May-2023 05:30:00,1.98086171456478,0.248127461801037,108.027065196225,330.905967111166
22-May-2023 05:40:00,0.623097935720145,0.24568156285093,108.645357310177,329.92
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
24-May-2023 05:50:00,1.53379061182462,0.261670003993199,101.387627996096,351.885618739194
24-May-2023 07:00:00,1.78250291243609,0.0339403942675755,103.712377281589,330.027239685658
24-May-2023 07:10:00,0.702899070046788,0.221914596205554,102.379846419827,328.570835239926
24-May-2023 07:20:00,1.01202454400121,0.370344826329604,104.172051166029,327.836181457874
24-May-2023 07:30:00,1.14899284209231,0.176085725182701,102.218224057597,326.04241272768
24-May-2023 07:40:00,1.06128135665381,0.270573122935062,102.053923039464,323.633181154579
24-May-2023 07:50:00,2.25842547816362,0.107043358108729,104.25154253171,319.77
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
NaT,0,0,0,0
25-May-2023 05:10:00,2.62106147403829,0.311668841641084,102.618219154699,376.899779270677
25-May-2023 05:20:00,2.39159019799174,0.232494189883885,99.5202658118854,372.674422459893
25-May-2023 05:30:00,2.06848017456517,0.305915398502869,103.013350502363,369.028323765786
25-May-2023 05:40:00,1.56517903894304,0.182411038990113,104.936449991422,366.113219454287
25-May-2023 05:50:00,2.35399750008524,0.565702358621313,107.271880151223,362.422686018507
25-May-2023 06:00:00,1.17232920158492,0.488688679388726,101.093524553239,360.22
25-May-2023 06:10:00,1.22129475070068,0.290968159619931,106.508600499703,358.25
25-May-2023 06:20:00,1.78979544026989,0.238578180793106,104.453557182214,354.96
25-May-2023 06:30:00,1.78266050610871,0.135825881871626,101.906939233334,351.958929384966
25-May-2023 06:40:00,1.87988075554001,0.27669575493309,103.184528754678,348.85043105325
25-May-2023 06:50:00,2.00170551788408,0.178013100954876,106.094356724375,345.283606412488
25-May-2023 07:00:00,2.20996899125202,0.20460099607774,104.693339684338,341.23
25-May-2023 07:10:00,2.58843235277508,0.293517441243901,102.277944165116,336.767878403786
25-May-2023 07:20:00,1.13058846224469,0.233705246826098,103.224526171224,334.193237757566
25-May-2023 07:30:00,1.46078907206983,0.433642581103475,102.086641212725,332.02980002628
25-May-2023 07:40:00,2.44125916303805,0.66929838018275,105.441514302329,327.96
25-May-2023 07:50:00,1.85813817881887,0.270143351843908,99.3206240827157,325.571902034429
25-May-2023 08:00:00,0.151005335918612,0.101539509626961,98.0691634144139,325.699875664444
NaT,0,0,0,0
02-Jun-2023 03:30:00,2.43484081391588,0.246045136468102,118.593822852323,371.28
02-Jun-2023 03:40:00,0.986669086683293,0.508830623159001,114.210381606816,370.276213062709
02-Jun-2023 04:20:00,1.58221923660669,0.112585175153667,120.111733590692,358.224787787065
02-Jun-2023 04:30:00,2.34588531152721,0.201793277659045,115.741707384037,353.87
02-Jun-2023 04:40:00,1.77659844309445,0.144689045933325,114.300563838446,350.189004184742
02-Jun-2023 04:50:00,0.517278705878475,0.331282844037338,114.823147928556,349.447338677231
02-Jun-2023 05:00:00,1.57094003336285,0.506872469919842,111.423545972352,346.82447869624
02-Jun-2023 05:30:00,2.01920476951728,0.0917361239816167,117.48533202214,335.21
02-Jun-2023 05:40:00,0.906478937301997,0.313662558187455,115.483343556072,332.98
02-Jun-2023 05:50:00,1.64647903240837,0.127061513461273,118.970306732094,330.20323522137
02-Jun-2023 07:10:00,1.72270156446204,0.0834211523111993,118.095441645038,305.316434359952
NaT,0,0,0,0
03-Jun-2023 04:40:00,0.631015782629521,0.185698760720525,114.611623611488,347.511365022633
03-Jun-2023 04:50:00,1.75252608763694,0.402429841608789,113.340361087648,343.781406762734
03-Jun-2023 05:00:00,1.96130189154054,0.225994370026993,117.414216981648,340.652256046289
03-Jun-2023 05:10:00,2.2367865379971,0.299936160869811,118.103377038551,336.176678907021
03-Jun-2023 05:20:00,0.584443303655188,0.282683060851483,116.982660557904,334.62
