t_otps,z_otps
08-Sep-2020 07:03:00,-0.0829590269933035
08-Sep-2020 08:03:00,-0.101879194153354
08-Sep-2020 09:03:00,-0.0936369555548339
08-Sep-2020 10:03:00,-0.0551201408652785
08-Sep-2020 11:03:00,0.00706905534932049
08-Sep-2020 12:03:00,0.0798525548865506
08-Sep-2020 13:03:00,0.148701025823089
08-Sep-2020 14:03:00,0.201314247792533
08-Sep-2020 15:03:00,0.228774057277357
08-Sep-2020 16:03:00,0.22548591699239
08-Sep-2020 17:03:00,0.189898322971649
08-Sep-2020 18:03:00,0.126323652743745
08-Sep-2020 19:03:00,0.0459858016805535
08-Sep-2020 20:03:00,-0.0349480072088203
08-Sep-2020 21:03:00,-0.10051468098496
08-Sep-2020 22:03:00,-0.140699624640064
08-Sep-2020 23:03:00,-0.154326369515265
09-Sep-2020 00:03:00,-0.147561784803883
09-Sep-2020 01:03:00,-0.129614761996436
09-Sep-2020 02:03:00,-0.108832273820135
09-Sep-2020 03:03:00,-0.0912614788817304
09-Sep-2020 04:03:00,-0.0811028311883446
09-Sep-2020 05:03:00,-0.0808869727375519
09-Sep-2020 06:03:00,-0.0901054792102834
09-Sep-2020 07:03:00,-0.103390625181128
09-Sep-2020 08:03:00,-0.110702222075751
09-Sep-2020 09:03:00,-0.100814696250019
09-Sep-2020 10:03:00,-0.0666230282056788
09-Sep-2020 11:03:00,-0.00893965050781224
09-Sep-2020 12:03:00,0.0636851870999908
09-Sep-2020 13:03:00,0.13868939594534
09-Sep-2020 14:03:00,0.203927538241539
09-Sep-2020 15:03:00,0.250074100493134
09-Sep-2020 16:03:00,0.270617411354649
09-Sep-2020 17:03:00,0.261315934771061
09-Sep-2020 18:03:00,0.221039733581737
09-Sep-2020 19:03:00,0.153838634728008
09-Sep-2020 20:03:00,0.0700223092030223
09-Sep-2020 21:03:00,-0.0158404952642804
09-Sep-2020 22:03:00,-0.0897301403538582
09-Sep-2020 23:03:00,-0.143029316745132
10-Sep-2020 00:03:00,-0.174373262512304
10-Sep-2020 01:03:00,-0.187704477935692
10-Sep-2020 02:03:00,-0.188553058902605
10-Sep-2020 03:03:00,-0.18147154489326
10-Sep-2020 04:03:00,-0.169888771764348
10-Sep-2020 05:03:00,-0.157119054393239
10-Sep-2020 06:03:00,-0.146303226863285
10-Sep-2020 07:03:00,-0.138517600521436
10-Sep-2020 08:03:00,-0.130655289748068
10-Sep-2020 09:03:00,-0.11555823879466
10-Sep-2020 10:03:00,-0.0852736365369264
10-Sep-2020 11:03:00,-0.0356208224255894
10-Sep-2020 12:03:00,0.0310397989517083
10-Sep-2020 13:03:00,0.106616764775395
10-Sep-2020 14:03:00,0.180682124805652
10-Sep-2020 15:03:00,0.243712075031008
10-Sep-2020 16:03:00,0.288195465764408
10-Sep-2020 17:03:00,0.308021364008405
10-Sep-2020 18:03:00,0.2982255951769
10-Sep-2020 19:03:00,0.256544733707501
10-Sep-2020 20:03:00,0.185969351205279
10-Sep-2020 21:03:00,0.0958667299537149
10-Sep-2020 22:03:00,-6.90142495133571e-05
10-Sep-2020 23:03:00,-0.0883037335514632
11-Sep-2020 00:03:00,-0.159621933658436
11-Sep-2020 01:03:00,-0.210468893816057
11-Sep-2020 02:03:00,-0.241310522562068
11-Sep-2020 03:03:00,-0.254094779813289
11-Sep-2020 04:03:00,-0.251088837705401
11-Sep-2020 05:03:00,-0.235483757713636
11-Sep-2020 06:03:00,-0.212122425365916
11-Sep-2020 07:03:00,-0.186513320530269
11-Sep-2020 08:03:00,-0.16211802509482
11-Sep-2020 09:03:00,-0.137950180682147
11-Sep-2020 10:03:00,-0.10875769746568
11-Sep-2020 11:03:00,-0.0681410118764448
11-Sep-2020 12:03:00,-0.012584119291098
11-Sep-2020 13:03:00,0.0563171899729075
11-Sep-2020 14:03:00,0.132565144302592
11-Sep-2020 15:03:00,0.208178393995378
11-Sep-2020 16:03:00,0.275084407008685
11-Sep-2020 17:03:00,0.325398886777783
11-Sep-2020 18:03:00,0.351048908832607
11-Sep-2020 19:03:00,0.344573128283704
11-Sep-2020 20:03:00,0.301755698779018
11-Sep-2020 21:03:00,0.224649125279163
11-Sep-2020 22:03:00,0.122573276114517
11-Sep-2020 23:03:00,0.00986784081998407
12-Sep-2020 00:03:00,-0.0984632582156162
12-Sep-2020 01:03:00,-0.190622739570629
12-Sep-2020 02:03:00,-0.259501691758946
12-Sep-2020 03:03:00,-0.301970577902438
12-Sep-2020 04:03:00,-0.317731161813994
12-Sep-2020 05:03:00,-0.309145073516555
12-Sep-2020 06:03:00,-0.281740640023749
12-Sep-2020 07:03:00,-0.243821202150103
12-Sep-2020 08:03:00,-0.204102569276153
12-Sep-2020 09:03:00,-0.168177969421603
12-Sep-2020 10:03:00,-0.136063479301002
12-Sep-2020 11:03:00,-0.102664150088831
12-Sep-2020 12:03:00,-0.0609796492509956
12-Sep-2020 13:03:00,-0.00597227417658189
12-Sep-2020 14:03:00,0.0631499595958694
12-Sep-2020 15:03:00,0.142917023501761
12-Sep-2020 16:03:00,0.226757499146094
12-Sep-2020 17:03:00,0.305860405013613
12-Sep-2020 18:03:00,0.36943485716625
12-Sep-2020 19:03:00,0.40544944028432
12-Sep-2020 20:03:00,0.403013748027131
12-Sep-2020 21:03:00,0.356133814830335
12-Sep-2020 22:03:00,0.266945596974931
12-Sep-2020 23:03:00,0.146295482539676
13-Sep-2020 00:03:00,0.0110496812795768
13-Sep-2020 01:03:00,-0.120447929788616
13-Sep-2020 02:03:00,-0.232462690099839
13-Sep-2020 03:03:00,-0.314062508902977
13-Sep-2020 04:03:00,-0.359645198279335
13-Sep-2020 05:03:00,-0.368931649663665
13-Sep-2020 06:03:00,-0.347016652329007
13-Sep-2020 07:03:00,-0.303865857613123
13-Sep-2020 08:03:00,-0.252201638298115
13-Sep-2020 09:03:00,-0.203675129499329
13-Sep-2020 10:03:00,-0.164793818957356
13-Sep-2020 11:03:00,-0.134784722549261
13-Sep-2020 12:03:00,-0.106646572211377
13-Sep-2020 13:03:00,-0.070749053678437
13-Sep-2020 14:03:00,-0.0189815731040756
13-Sep-2020 15:03:00,0.0523762759310223
13-Sep-2020 16:03:00,0.141574467569217
13-Sep-2020 17:03:00,0.241455792430552
13-Sep-2020 18:03:00,0.339980169762912
13-Sep-2020 19:03:00,0.421370081761261
13-Sep-2020 20:03:00,0.468624191754841
13-Sep-2020 21:03:00,0.467623255415277
13-Sep-2020 22:03:00,0.411719017022417
13-Sep-2020 23:03:00,0.30475349458172
14-Sep-2020 00:03:00,0.160876108526837
14-Sep-2020 01:03:00,0.0011284278076359
14-Sep-2020 02:03:00,-0.15164081361898
14-Sep-2020 03:03:00,-0.27752394954776
14-Sep-2020 04:03:00,-0.362773470913807
14-Sep-2020 05:03:00,-0.401449524317966
14-Sep-2020 06:03:00,-0.39591694954506
14-Sep-2020 07:03:00,-0.356217622827525
14-Sep-2020 08:03:00,-0.297845172507304
14-Sep-2020 09:03:00,-0.237704101322101
14-Sep-2020 10:03:00,-0.189097136036229
14-Sep-2020 11:03:00,-0.157596347953748
14-Sep-2020 12:03:00,-0.139636935201968
14-Sep-2020 13:03:00,-0.124454400046943
14-Sep-2020 14:03:00,-0.0983877382379874
14-Sep-2020 15:03:00,-0.0496955086831686
14-Sep-2020 16:03:00,0.0276778311903054
14-Sep-2020 17:03:00,0.132007086907261
14-Sep-2020 18:03:00,0.253295681792056
14-Sep-2020 19:03:00,0.374308659437208
14-Sep-2020 20:03:00,0.4733266494522
14-Sep-2020 21:03:00,0.528676622837756
14-Sep-2020 22:03:00,0.524288805096665
14-Sep-2020 23:03:00,0.454592963974253
15-Sep-2020 00:03:00,0.326852787791313
15-Sep-2020 01:03:00,0.159913721644395
15-Sep-2020 02:03:00,-0.0201779022853213
15-Sep-2020 03:03:00,-0.186082400817381
15-Sep-2020 04:03:00,-0.31480930506314
15-Sep-2020 05:03:00,-0.391904952319477
15-Sep-2020 06:03:00,-0.413709712493423
15-Sep-2020 07:03:00,-0.387526381857623
15-Sep-2020 08:03:00,-0.329552174611113
15-Sep-2020 09:03:00,-0.260622158886814
15-Sep-2020 10:03:00,-0.200480595396919
15-Sep-2020 11:03:00,-0.162140030952937
15-Sep-2020 12:03:00,-0.148235449110361
15-Sep-2020 13:03:00,-0.150700358464719
15-Sep-2020 14:03:00,-0.153815150343706
15-Sep-2020 15:03:00,-0.139441455893569
15-Sep-2020 16:03:00,-0.0927106112972207
15-Sep-2020 17:03:00,-0.00666877154596125
15-Sep-2020 18:03:00,0.115031421569335
15-Sep-2020 19:03:00,0.257831820577251
15-Sep-2020 20:03:00,0.398536433880247
